1869	NR_110870	chr6	+	168386466	168406107	168406107	168406107	5	168386466,168402396,168403193,168404196,168405440,	168386604,168402905,168403419,168404899,168406107,	0	LOC101929420	unk	unk	-1,-1,-1,-1,-1,
108	NM_001314018	chr6	-	36816532	36833164	36818022	36832032	10	36816532,36819443,36820022,36820802,36821142,36822150,36823975,36828788,36831999,36833039,	36818241,36819517,36820080,36820905,36821270,36822332,36824022,36828850,36832053,36833164,	0	CPNE5	cmpl	cmpl	0,1,0,2,0,1,2,0,0,-1,
866	NM_001314017	chr6	-	36873139	36915198	36873402	36915131	7	36873139,36873919,36874209,36875721,36897867,36898811,36915036,	36873421,36873996,36874249,36875825,36897914,36898852,36915198,	0	CPNE5	cmpl	cmpl	2,0,2,0,1,2,0,
609	NM_005346	chr6_cox_hap1	+	3241600	3244123	3241816	3243742	1	3241600,	3244123,	0	HSPA1B	cmpl	cmpl	0,
608	NM_005346	chr6_qbl_hap2	+	3043109	3045633	3043325	3045251	1	3043109,	3045633,	0	HSPA1B	cmpl	cmpl	0,
828	NM_005345	chr6	+	31891269	31893698	31891512	31893438	1	31891269,	31893698,	0	HSPA1A	cmpl	cmpl	0,
178	NM_015891	chr6	+	110608316	110660115	110608340	110658027	15	110608316,110621077,110629453,110635401,110636979,110638602,110640028,110640981,110643181,110645597,110647259,110647631,110654062,110656727,110657849,	110608529,110621164,110629583,110635485,110637119,110638699,110640168,110641056,110643227,110645699,110647375,110647765,110654139,110656872,110660115,	0	CDC40	cmpl	cmpl	0,0,0,1,1,0,1,0,0,1,1,0,2,1,2,
885	NM_031460	chr6	-	39374754	39390214	39375180	39390074	5	39374754,39379710,39380248,39386646,39389837,	39375491,39379885,39380409,39386761,39390214,	0	KCNK17	cmpl	cmpl	1,0,1,0,0,
827	NR_033488	chr6	-	31762704	31778829	31778829	31778829	20	31762704,31763253,31763397,31763579,31763796,31764004,31764478,31764770,31765336,31765833,31766294,31767334,31767559,31768782,31769114,31772703,31776697,31777029,31777829,31778367,	31763051,31763300,31763496,31763656,31763859,31764061,31764542,31764875,31765460,31765883,31766358,31767436,31767674,31768905,31769188,31772789,31776784,31777096,31777886,31778829,	0	ABHD16A	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
821	NM_020442	chr6	+	30989963	31002214	30990592	31001966	30	30989963,30990565,30990911,30991110,30991501,30991736,30991907,30992633,30992860,30993450,30994582,30995513,30995844,30996088,30996423,30996820,30996985,30997344,30997680,30997871,30998205,30998461,30998653,30998859,30999108,31000109,31001029,31001299,31001635,31001864,	30990100,30990793,30990993,30991211,30991623,30991803,30992005,30992715,30992980,30993562,30994671,30995604,30995972,30996192,30996505,30996897,30997061,30997447,30997751,30997997,30998310,30998530,30998732,30998987,30999261,31000316,31001141,31001475,31001764,31002214,	0	VARS2	cmpl	cmpl	-1,0,0,1,0,2,0,2,0,0,1,0,1,0,2,0,2,0,1,0,0,0,0,1,0,0,0,1,0,0,
602	NM_020442	chr6_cox_hap1	+	2330566	2342669	2331195	2342421	30	2330566,2331168,2331514,2331713,2332104,2332339,2332502,2333228,2333455,2334045,2335037,2335968,2336299,2336543,2336878,2337275,2337440,2337799,2338135,2338326,2338660,2338916,2339108,2339314,2339563,2340564,2341484,2341754,2342090,2342319,	2330703,2331396,2331596,2331814,2332226,2332406,2332600,2333310,2333575,2334157,2335126,2336059,2336427,2336647,2336960,2337352,2337516,2337902,2338206,2338452,2338765,2338985,2339187,2339442,2339716,2340771,2341596,2341930,2342219,2342669,	0	VARS2	cmpl	cmpl	-1,0,0,1,0,2,0,2,0,0,1,0,1,0,2,0,2,0,1,0,0,0,0,1,0,0,0,1,0,0,
601	NM_020442	chr6_qbl_hap2	+	2128916	2141178	2129545	2140930	30	2128916,2129518,2129864,2130063,2130454,2130689,2130852,2131579,2131806,2132396,2133524,2134455,2134803,2135047,2135382,2135779,2135944,2136303,2136639,2136830,2137164,2137422,2137612,2137818,2138067,2139073,2139993,2140263,2140599,2140828,	2129053,2129746,2129946,2130164,2130576,2130756,2130950,2131661,2131926,2132508,2133613,2134546,2134931,2135151,2135464,2135856,2136020,2136406,2136710,2136956,2137271,2137489,2137691,2137946,2138220,2139280,2140105,2140439,2140728,2141178,	0	VARS2	cmpl	cmpl	-1,0,0,1,0,2,0,2,0,0,1,0,1,0,2,0,2,0,1,0,0,2,0,1,0,0,0,1,0,0,
989	NM_012347	chr6	+	53043729	53073629	53043780	53070587	12	53043729,53046237,53049242,53051555,53053724,53055260,53065185,53065490,53066222,53066641,53068269,53070478,	53043900,53046396,53049300,53051655,53053855,53055375,53065304,53065581,53066318,53066735,53068421,53073629,	0	FBXO9	cmpl	cmpl	0,0,0,1,2,1,2,1,2,2,0,2,
834	NM_002124	chr6	-	32654524	32665591	32654845	32665497	6	32654524,32656001,32656500,32657311,32659863,32665397,	32654859,32656025,32656611,32657593,32660133,32665591,	0	HLA-DRB1	cmpl	cmpl	1,1,1,1,1,0,
17	NM_019842	chr6	+	73388291	73965294	73388638	73961858	14	73388291,73770351,73808379,73843765,73844205,73871700,73877751,73886926,73890929,73899864,73936189,73957016,73959008,73960895,	73389036,73770442,73808506,73843941,73844331,73871811,73877847,73887021,73890956,73900085,73936298,73957148,73959135,73965294,	0	KCNQ5	cmpl	cmpl	0,2,0,1,0,0,0,0,2,2,1,2,2,0,
847	NM_006703	chr6	-	34362950	34468435	34364507	34468117	5	34362950,34369205,34371395,34417616,34468018,	34364686,34369290,34371440,34417727,34468435,	0	NUDT3	cmpl	cmpl	1,0,0,0,0,
607	NM_001288	chr6_qbl_hap2	-	2945934	2951926	2946195	2951662	6	2945934,2947570,2948919,2949189,2949507,2951623,	2946357,2947752,2949026,2949315,2949617,2951926,	0	CLIC1	cmpl	cmpl	0,1,2,2,0,0,
606	NR_045828	chr6_qbl_hap2	+	2867771	2873571	2873571	2873571	6	2867771,2871832,2872585,2872740,2872985,2873424,	2867913,2871994,2872659,2872839,2873084,2873571,	0	APOM	unk	unk	-1,-1,-1,-1,-1,-1,
608	NR_045828	chr6_cox_hap1	+	3066312	3072112	3072112	3072112	6	3066312,3070373,3071126,3071281,3071526,3071965,	3066454,3070535,3071200,3071380,3071625,3072112,	0	APOM	unk	unk	-1,-1,-1,-1,-1,-1,
1600	NR_110146	chr6	-	133106701	133120840	133120840	133120840	4	133106701,133112526,133120247,133120502,	133107323,133112697,133120378,133120840,	0	VNN2	unk	unk	-1,-1,-1,-1,
1003	NM_001010872	chr6	+	54819527	54917856	54843003	54914764	5	54819527,54842943,54899127,54900264,54912462,	54819583,54843447,54899292,54900389,54917856,	0	FAM83B	cmpl	cmpl	-1,0,0,0,2,
941	NM_001010870	chr6	+	46763570	46780015	46763824	46777583	4	46763570,46771516,46773693,46777553,	46769870,46771641,46773783,46780015,	0	TDRD6	cmpl	cmpl	0,1,0,0,
1257	NM_001010868	chr6	+	88111289	88131900	88111536	88131833	5	88111289,88115248,88116830,88122737,88131397,	88111684,88115343,88116938,88122940,88131900,	0	C6orf163	cmpl	cmpl	0,1,0,0,2,
646	NR_003703	chr6	-	8031639	8031765	8031765	8031765	1	8031639,	8031765,	0	SCARNA27	unk	unk	-1,
913	NM_001318865	chr6	+	43036469	43039596	43036483	43039422	6	43036469,43037927,43038477,43038844,43039043,43039250,	43036689,43038055,43038594,43038930,43039165,43039596,	0	GNMT	cmpl	cmpl	0,2,1,1,0,2,
777	NR_027626	chr6	-	25216179	25246599	25246599	25246599	7	25216179,25217706,25218162,25221798,25223197,25245826,25246280,	25216920,25217788,25218310,25221989,25223307,25246030,25246599,	0	CMAHP	unk	unk	-1,-1,-1,-1,-1,-1,-1,
193	NM_001199619	chr6	+	126143999	126294869	126178193	126291610	17	126143999,126148975,126178129,126217858,126237727,126241101,126243928,126245264,126247997,126251777,126253480,126278171,126283781,126285520,126290501,126291012,126291474,	126144210,126149052,126178243,126218079,126237807,126241209,126244042,126245390,126248182,126252820,126253649,126278319,126283907,126285673,126290597,126291086,126294869,	0	NCOA7	cmpl	cmpl	-1,-1,0,2,1,0,0,0,0,2,1,2,0,0,0,0,2,
854	NM_152753	chr6	+	35289816	35328834	35290173	35324460	22	35289816,35303334,35304368,35307479,35308604,35308939,35313656,35315506,35316128,35316895,35317297,35317560,35317958,35318376,35318775,35319348,35319717,35320404,35320982,35321698,35321960,35324310,	35290258,35303457,35304494,35307614,35308730,35309056,35313773,35315629,35316245,35317021,35317414,35317665,35318075,35318535,35318991,35319510,35319885,35320566,35321180,35321851,35322040,35328834,	0	SCUBE3	cmpl	cmpl	0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,
126	NM_030820	chr6	-	56029346	56220337	56030413	56155375	30	56029346,56031921,56032774,56033497,56033647,56034405,56037334,56040051,56041802,56043501,56046988,56048235,56050285,56074228,56096818,56096995,56098323,56098852,56114541,56114686,56129643,56137179,56137570,56139662,56140880,56143405,56143716,56152334,56155287,56220143,	56030601,56031999,56032975,56033552,56033794,56034438,56037379,56040087,56041874,56043555,56047042,56048289,56050330,56074282,56096872,56097049,56098377,56098906,56114595,56114740,56129706,56137263,56137579,56139740,56141054,56143622,56143885,56152886,56155413,56220337,	0	COL21A1	cmpl	cmpl	1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,-1,
619	NM_002263	chr6_qbl_hap2	+	4545486	4563851	4545936	4563631	11	4545486,4551971,4552230,4557254,4557425,4557669,4558792,4560136,4560532,4560740,4563586,	4545948,4552109,4552330,4557308,4557476,4558070,4559572,4560427,4560606,4560816,4563851,	0	KIFC1	cmpl	cmpl	0,0,0,1,1,1,0,0,0,2,0,
1806	NM_001271862	chr6	+	160141270	160161726	160141329	160161539	19	160141270,160141793,160142134,160144292,160144986,160145570,160147004,160149761,160150036,160151047,160152722,160154622,160156990,160157564,160158130,160159576,160159967,160160275,160161475,	160141405,160141851,160142208,160144332,160145110,160145659,160147105,160149838,160150180,160151117,160152808,160154678,160157055,160157618,160158173,160159676,160160143,160160374,160161726,	0	PNLDC1	cmpl	cmpl	0,1,2,1,2,0,2,1,0,0,1,0,2,1,1,2,0,2,2,
618	NM_002121	chr6_cox_hap1	+	4424209	4437903	4424325	4434457	6	4424209,4428954,4433168,4433997,4434437,4434757,	4424425,4429218,4433450,4434108,4434461,4437903,	0	HLA-DPB1	cmpl	cmpl	0,1,1,1,1,-1,
1609	NM_003206	chr6	+	134251952	134255086	134252228	134254633	2	134251952,134254543,	134252678,134255086,	0	TCF21	cmpl	cmpl	0,0,
850	NR_029472	chr6	+	34832848	34849612	34849612	34849612	5	34832848,34838349,34843662,34846045,34849200,	34833306,34838458,34843752,34846150,34849612,	0	SNRPC	unk	unk	-1,-1,-1,-1,-1,
1443	NM_001033564	chr6	+	112515366	112530686	112527179	112528683	4	112515366,112524936,112527165,112528565,	112515616,112525097,112527304,112530686,	0	FAM229B	cmpl	cmpl	-1,-1,0,2,
603	NM_001285987	chr6_qbl_hap2	-	2381912	2384761	2382176	2383753	4	2381912,2382705,2383148,2383512,	2382443,2382864,2383279,2384761,	0	POU5F1	cmpl	cmpl	0,0,1,0,
823	NM_001285986	chr6	-	31240092	31242926	31240356	31241395	3	31240092,31240883,31241326,	31240623,31241042,31242926,	0	POU5F1	cmpl	cmpl	0,0,0,
604	NM_001285986	chr6_cox_hap1	-	2583373	2586222	2583637	2584678	3	2583373,2584166,2584609,	2583904,2584325,2586222,	0	POU5F1	cmpl	cmpl	0,0,0,
603	NM_001285986	chr6_qbl_hap2	-	2381912	2384761	2382176	2383217	3	2381912,2382705,2383148,	2382443,2382864,2384761,	0	POU5F1	cmpl	cmpl	0,0,0,
1560	NM_014702	chr6	-	127801243	127822228	127806946	127816819	6	127801243,127809245,127812659,127812827,127816684,127822012,	127807120,127810578,127812739,127813190,127816939,127822228,	0	KIAA0408	cmpl	cmpl	0,2,0,0,0,-1,
1457	NM_001527	chr6	-	114364012	114399052	114368914	114398765	14	114364012,114369564,114371207,114372136,114373218,114373864,114376835,114377024,114381133,114383869,114384475,114386505,114387762,114398713,	114368945,114369622,114371363,114372267,114373327,114374005,114376944,114377117,114381275,114384008,114384550,114386623,114387875,114399052,	0	HDAC2	cmpl	cmpl	2,1,1,2,1,1,0,0,2,1,1,0,1,0,
819	NM_178014	chr6	+	30795956	30801182	30796262	30800153	4	30795956,30798292,30798673,30799095,	30796319,30798401,30798784,30801182,	0	TUBB	cmpl	cmpl	0,0,1,1,
601	NM_178014	chr6_cox_hap1	+	2136552	2141778	2136858	2140749	4	2136552,2138888,2139269,2139691,	2136915,2138997,2139380,2141778,	0	TUBB	cmpl	cmpl	0,0,1,1,
599	NM_178014	chr6_qbl_hap2	+	1934855	1940082	1935161	1939052	4	1934855,1937191,1937572,1937994,	1935218,1937300,1937683,1940082,	0	TUBB	cmpl	cmpl	0,0,1,1,
609	NM_178012	chr6	-	3169493	3172967	3169983	3172776	4	3169493,3171391,3171793,3172719,	3171044,3171502,3171902,3172967,	0	TUBB2B	cmpl	cmpl	1,1,0,0,
76	NM_002124	chr6_cox_hap1	-	3870631	3948060	3934980	3947966	8	3870631,3934812,3935785,3936281,3937090,3939602,3939668,3947866,	3870783,3934997,3935806,3936392,3937372,3939667,3939846,3948060,	0	HLA-DRB1	cmpl	cmpl	-1,1,1,1,1,1,0,0,
28	NM_013988	chr6	-	161688579	163068824	161691120	163068690	9	161688579,161701109,161727815,161889875,161910376,162126793,162314323,162784331,163068683,	161691233,161701227,161727899,161890025,161910438,162126930,162314439,162784495,163068824,	0	PRKN	cmpl	cmpl	1,0,0,0,1,2,0,1,0,
28	NM_013987	chr6	-	161688579	163068824	161691120	163068690	11	161688579,161701109,161727815,161889875,161910376,162126793,162314323,162542152,162603546,162784331,163068683,	161691233,161701227,161727899,161890025,161910438,162126930,162314439,162542274,162603787,162784495,163068824,	0	PRKN	cmpl	cmpl	1,0,0,0,1,2,0,1,0,1,0,
618	NM_001289174	chr6_qbl_hap2	-	4404214	4425925	4404783	4424198	19	4404214,4405460,4405802,4417456,4417744,4417980,4418346,4418754,4420529,4421160,4421654,4421837,4422080,4422471,4422986,4423462,4423716,4424171,4425096,	4404930,4405579,4405914,4417522,4417852,4418076,4418470,4418873,4420685,4421294,4421712,4421970,4422181,4422622,4423162,4423530,4423792,4424256,4425925,	0	VPS52	cmpl	cmpl	0,1,0,0,0,0,2,0,0,1,0,2,0,2,0,1,0,0,-1,
145	NM_001289987	chr6	-	76074519	76260350	76075126	76220420	7	76074519,76078832,76119974,76129179,76181132,76220417,76259849,	76075333,76081638,76120153,76129353,76181414,76220583,76260350,	0	FILIP1	cmpl	cmpl	0,2,0,0,0,0,-1,
1318	NM_024641	chr6	+	96132093	96164049	96141036	96161002	5	96132093,96140998,96151333,96159423,96160344,	96132235,96141580,96151443,96159500,96164049,	0	MANEA	cmpl	cmpl	-1,0,1,0,2,
9	NM_001288	chr6_cox_hap1	-	3144481	3150469	3144742	3150205	6	3144481,3146117,3147466,3147736,3148054,3150166,	3144904,3146299,3147573,3147862,3148164,3150469,	0	CLIC1	cmpl	cmpl	0,1,2,2,0,0,
605	NM_130395	chr6	+	2710664	2730978	2710855	2730515	7	2710664,2713923,2715427,2724495,2728638,2729556,2730239,	2711677,2714115,2715594,2724725,2728794,2729636,2730978,	0	WRNIP1	cmpl	cmpl	0,0,0,2,1,1,0,
596	NM_007028	chr6_cox_hap1	-	1519302	1529518	1519941	1529221	9	1519302,1520507,1521573,1524459,1525427,1526852,1528063,1528804,1529475,	1520195,1520573,1521648,1524575,1525450,1527083,1528159,1529304,1529518,	0	TRIM31	cmpl	cmpl	1,1,1,2,0,0,0,0,-1,
595	NM_007028	chr6_qbl_hap2	-	1317586	1327790	1318225	1327489	9	1317586,1318791,1319857,1322742,1323709,1325133,1326331,1327072,1327747,	1318479,1318857,1319932,1322858,1323732,1325364,1326427,1327572,1327790,	0	TRIM31	cmpl	cmpl	1,1,1,2,0,0,0,0,-1,
922	NM_018426	chr6	+	44203268	44231234	44210299	44230598	24	44203268,44210275,44210731,44211042,44212063,44214194,44215181,44215422,44215966,44216742,44222561,44223091,44223966,44224227,44224506,44225573,44225938,44226278,44227560,44228307,44229390,44229787,44230079,44230406,	44203393,44210458,44210811,44211081,44212154,44214232,44215324,44215474,44216075,44216813,44222642,44223215,44224100,44224365,44224660,44225680,44226025,44226344,44227723,44228413,44229558,44229903,44230160,44231234,	0	TMEM63B	cmpl	cmpl	-1,0,0,2,2,0,2,1,2,0,2,2,0,2,2,0,2,2,2,0,1,1,0,0,
90	NM_001105566	chr6	-	17871902	18095833	17872319	18095673	38	17871902,17880117,17881687,17883224,17885486,17887156,17887801,17888939,17889386,17891855,17893724,17895985,17898081,17902458,17902781,17904878,17907475,17908161,17912570,17913684,17916977,17925229,17933977,17934247,17936449,17939310,17942170,17945087,17945681,17957586,17958532,17960164,17963646,17964239,17981586,18006377,18095263,18095618,	17873156,17880269,17881793,17883272,17885564,17887309,17887894,17889116,17889511,17891911,17893851,17896085,17898120,17902605,17902914,17905030,17907649,17908323,17912720,17913825,17917140,17925443,17934144,17934334,17936580,17939445,17942281,17945300,17945793,17957699,17958667,17960252,17963827,17964332,17981647,18006390,18095354,18095833,	0	KIF13A	cmpl	cmpl	0,1,0,0,0,0,0,0,1,2,1,0,0,0,2,0,0,0,0,0,2,1,2,2,0,0,0,0,2,0,0,2,1,1,0,2,1,0,
176	NM_001300929	chr6	-	108639113	108689157	108640045	108688818	4	108639113,108642394,108650846,108688722,	108640151,108642519,108650942,108689157,	0	SNX3	cmpl	cmpl	2,0,0,0,
92	NM_001949	chr6	+	20510115	20601924	20510442	20598640	7	20510115,20588055,20589415,20590971,20594898,20596322,20598377,	20510835,20588167,20589635,20591130,20595013,20596458,20601924,	0	E2F3	cmpl	cmpl	0,0,1,2,2,0,1,
1343	NR_148381	chr6	-	99384737	99386297	99386297	99386297	1	99384737,	99386297,	0	PNKY	unk	unk	-1,
180	NM_002290	chr6	-	112535826	112682610	112537332	112682045	39	112535826,112541971,112542558,112543758,112545634,112547051,112548178,112549909,112556816,112557770,112558862,112560647,112561243,112562361,112564017,112567014,112567646,112568654,112569252,112570013,112572688,112576051,112578405,112582745,112583459,112586626,112593054,112600505,112603207,112606015,112613131,112615344,112617025,112619530,112629501,112634914,112644261,112681850,112682353,	112537478,112542091,112542652,112543889,112545794,112547207,112548368,112550097,112556970,112557935,112558996,112560785,112561382,112562504,112564149,112567186,112567780,112568817,112569398,112570187,112572828,112576231,112578522,112582842,112583601,112586775,112593171,112600699,112603375,112606127,112613242,112615496,112617100,112619745,112629582,112635039,112644363,112682186,112682610,	0	LAMA4	cmpl	cmpl	1,1,0,1,0,0,2,0,2,2,0,0,2,0,0,2,0,2,0,0,1,1,1,0,2,0,0,1,1,0,0,1,1,2,2,0,0,0,-1,
1524	NM_001286138	chr6	+	123151892	123172563	123159734	123172252	7	123151892,123159667,123164153,123166507,123167752,123169076,123171934,	123152302,123159812,123164250,123166677,123167933,123169201,123172563,	0	SMPDL3A	cmpl	cmpl	-1,0,0,1,0,1,0,
622	NM_001286133	chr6	-	4940278	4949296	4940310	4949235	7	4940278,4941183,4941454,4945041,4945795,4947333,4949112,	4940509,4941318,4941653,4945137,4945864,4947478,4949296,	0	RPP40	cmpl	cmpl	2,2,1,1,1,0,0,
111	NM_001201427	chr6	+	39868136	39980631	39932056	39977791	25	39868136,39932000,39936681,39940186,39940733,39943263,39944576,39946093,39947259,39948991,39951083,39953956,39954157,39954931,39959715,39963239,39964432,39967094,39967387,39972565,39972928,39974630,39975830,39977055,39977566,	39868219,39932224,39936771,39940261,39940828,39943597,39944687,39946197,39947326,39949109,39951222,39954015,39954342,39955231,39959823,39963346,39964517,39967201,39967476,39972734,39973036,39974691,39975962,39977226,39980631,	0	DAAM2	cmpl	cmpl	-1,0,0,0,0,2,0,0,2,0,1,2,1,0,0,0,2,0,2,1,2,2,0,0,0,
800	NM_001278122	chr6	+	28217666	28235229	28227603	28229774	6	28217666,28224072,28225239,28227601,28228017,28228812,	28217786,28224595,28225381,28227693,28228141,28235229,	0	ZKSCAN8	cmpl	cmpl	-1,-1,-1,0,0,1,
800	NM_001278121	chr6	+	28217967	28235229	28227603	28229774	7	28217967,28220087,28224072,28225239,28227601,28228017,28228812,	28218020,28220181,28224595,28225381,28227693,28228141,28235229,	0	ZKSCAN8	cmpl	cmpl	-1,-1,-1,-1,0,0,1,
226	NM_005922	chr6	+	161332748	161458407	161332953	161457892	27	161332748,161375280,161389637,161411629,161414487,161421902,161425522,161427400,161427605,161428709,161430343,161432400,161433031,161433999,161434794,161438101,161439299,161442913,161443720,161447535,161448920,161449764,161450776,161452857,161453689,161456144,161457871,	161333105,161375471,161391001,161411872,161414634,161422060,161425639,161427500,161427689,161428976,161430493,161432562,161433165,161434078,161434873,161438198,161439449,161443014,161443801,161447727,161448991,161449881,161450936,161452980,161453796,161456324,161458407,	0	MAP3K4	cmpl	cmpl	0,2,1,0,0,0,2,2,0,0,0,0,0,2,0,1,2,2,1,1,1,0,0,1,1,0,0,
28	NM_001130690	chr6	-	165660765	165995578	165666503	165995491	22	165660765,165669601,165672756,165676869,165712672,165721776,165726124,165728659,165729795,165746978,165749666,165752112,165762135,165763764,165764899,165766451,165768714,165782405,165783719,165815792,165876917,165995424,	165666606,165669690,165672837,165676981,165712845,165721932,165726275,165728743,165729938,165747165,165749759,165752255,165762187,165763823,165764950,165766607,165768855,165782455,165783840,165815821,165877046,165995578,	0	PDE10A	cmpl	cmpl	2,0,0,2,0,0,2,2,0,2,2,0,2,0,0,0,0,1,0,1,1,0,
